5.44,6.83,7.47,85.15,9.49,32.4,9.02,2.62,7.99,4.27,1.24,16.33,12,0.45,1672,487,392,177,24,2,63,29,88,10,16,12,54,49,6,0,0,0,0,0,0
9.37,11.84,8.49,73.8,13.53,41.02,10.88,3.93,9.51,4.33,1.26,25.79,7,0.43,1562,456,361,154,14,2,55,29,105,7,6,7,50,50,1,0,0,0,0,0,0
5.94,6.9,7.31,82.41,9.56,33.81,8.98,2.86,8.14,4.23,1.27,16.81,10.5,0.51,1493,448,353,181,21,2,60,25,82,21,6,12,48,51,3,0,0,0,0,0,0
4.85,5.74,8.03,82.26,9.37,32.4,9.41,2.47,8.36,4.46,1.32,12.32,9.5,0.58,1044,310,234,135,19,2,47,26,61,5,6,6,41,28,5,0,0,0,0,0,0
7.35,8.98,7.93,78.82,11.25,36.19,9.85,3.22,8.34,4.28,1.27,20.48,11.5,0.47,2017,597,471,223,23,2,74,36,110,16,7,23,61,59,1,0,0,0,0,0,0
9.81,11.61,8.48,69.81,14.47,42.84,12.08,4.44,8.48,4.33,1.32,25.31,8,0.5,1753,533,405,201,16,2,71,44,92,21,19,17,59,41,1,0,0,0,0,0,0
6.26,7.54,7.52,82.13,10.04,30.68,9.21,2.29,8.17,4.25,1.26,17.93,7,0.52,1066,316,251,131,14,2,32,18,58,8,10,7,31,27,5,0,0,0,0,0,0
10.93,13.36,8.98,66.91,15.25,45.93,12.17,5,7.95,4.39,1.32,28.2,5,0.43,1239,371,282,121,10,2,50,28,52,8,5,15,27,30,0,0,0,0,0,0,0
6.72,8.26,9.15,76.35,11.45,37.14,10.75,3.41,9.17,4.55,1.34,16.53,16,0.49,2406,711,529,261,32,2,109,64,158,32,17,25,54,56,7,0,0,0,0,0,0
8.17,10.26,7.92,78.07,13.17,39.73,11.19,3.82,8.61,4.25,1.24,23.35,8.5,0.53,1687,493,397,210,17,2,65,38,96,15,9,15,54,47,0,0,0,0,0,0,0
7.2,7.96,11.35,62.94,10.37,38.33,10.01,3,9.6,5.08,1.57,10.96,12.5,0.6,1391,430,274,165,25,2,75,41,94,13,5,7,22,33,2,0,0,0,0,0,0
7.69,9.39,8.13,77.4,12.37,37.77,10.9,3.52,8.88,4.31,1.28,21.04,12.5,0.47,2267,672,526,249,25,2,88,52,140,7,10,23,76,37,6,0,0,0,0,0,0
6.61,8.46,8.17,81.26,11.93,37.59,10.87,3.53,9.04,4.34,1.26,18.87,7.5,0.57,1229,356,283,160,15,2,53,31,80,11,3,16,23,35,0,0,0,0,0,0,0
3.56,4.43,7.45,86.41,8.01,25.66,8.48,1.53,8.55,4.49,1.31,9.47,7.5,0.64,637,186,142,91,15,2,23,15,40,7,0,4,21,19,1,0,0,0,0,0,0
8.59,10.52,10.15,69,13.88,43.62,12.4,4.72,9.33,4.67,1.39,19.94,9,0.53,1675,499,359,192,18,2,85,53,107,16,12,16,42,39,7,0,0,0,0,0,0
6.58,7.78,9.31,74.65,10.65,36.7,10.23,3.26,9.02,4.61,1.38,15.03,19.5,0.45,2699,810,586,262,39,2,127,68,172,43,15,16,65,56,3,0,0,0,0,0,0
11.17,13.01,9.04,63.72,16.02,47.14,13.2,5.41,8.9,4.41,1.36,27.35,8.5,0.51,2050,634,465,236,17,2,92,59,115,20,11,21,59,54,11,0,0,0,0,0,0
4.42,4.37,5.86,87.14,9.06,28.33,9.1,2,7.23,4.06,1.25,13.36,12.5,0.5,1356,419,334,166,25,2,50,31,62,15,11,10,48,33,0,0,0,0,0,0,0
4.82,5.71,6.93,86.53,8.8,27.4,8.69,1.87,7.8,4.21,1.25,14.61,19,0.44,2337,692,555,244,38,2,71,41,121,15,20,21,57,67,1,0,0,0,0,0,0
4.43,5.33,6.85,87.87,8.77,28.58,8.8,2.04,8.26,4.22,1.24,13.8,12.5,0.51,1455,428,345,175,25,2,51,28,86,8,13,9,54,45,3,0,0,0,0,0,0
5.9,6.41,7.23,80.87,10.69,31.91,10.2,2.55,7.65,4.24,1.3,15.77,11,0.43,1470,451,347,149,22,2,56,38,71,14,16,13,51,39,2,0,0,0,0,0,0
6.72,7.79,6.55,83,12.06,35.37,10.75,3.06,7.89,4.05,1.22,20.29,8.5,0.49,1397,421,345,169,17,2,52,34,71,10,7,14,67,35,2,0,0,0,0,0,0
6.3,7.12,7.77,79.27,10.77,34.35,10.19,2.94,8.13,4.31,1.31,16.47,18,0.42,2558,777,593,248,36,2,106,62,138,27,17,22,78,61,3,1,0,0,0,0,0
4.32,5.17,7.6,84.87,8.57,30.59,8.84,2.21,8.37,4.41,1.3,11.66,14.5,0.53,1491,440,338,178,29,2,64,33,89,15,18,7,58,35,7,0,0,0,0,0,0
7.74,7.86,10.74,61.21,11.62,39.56,10.85,3.33,9.58,4.93,1.58,12.17,9,0.64,1079,345,219,141,18,2,60,37,74,11,6,5,9,29,3,0,0,0,0,0,0
9.4,9.71,11.94,53.66,14.56,44.81,12.77,4.41,10.12,5.06,1.64,14.59,11,0.53,1625,525,321,169,22,2,97,70,117,16,2,13,23,46,15,0,0,0,0,0,0
5.17,5.93,6.14,87.79,9.3,28.68,8.72,2,8.41,4.03,1.21,16.73,5.5,0.49,742,222,184,91,11,2,22,12,46,5,13,9,22,23,0,0,0,0,0,0,0
8.5,10.67,7.07,79.92,13.4,39.05,10.75,3.43,8.11,4.09,1.19,25.71,7,0.49,1471,429,360,175,14,2,48,28,73,12,7,14,60,39,1,0,0,0,0,0,0
6.11,7.29,9,76.92,9.8,37.44,9.61,3.32,8.73,4.57,1.36,14.41,11,0.56,1448,432,317,179,22,2,73,32,88,12,14,10,35,40,5,0,0,0,0,0,0
15.45,19.73,8.06,60.88,20.61,60.44,13.49,7.5,8.4,4.17,1.21,43,3,0.5,1077,312,258,130,6,2,45,22,43,7,9,14,32,39,0,0,0,0,0,0,0
6.42,7.12,8.7,75.02,10.84,33.94,10.4,2.82,7.54,4.51,1.38,14.59,8.5,0.49,1119,343,248,121,17,2,48,31,50,10,10,17,43,26,3,0,0,0,0,0,0
6.15,6.65,9.07,73.33,10.24,32.84,10.01,2.55,8.49,4.63,1.43,12.55,11,0.51,1917,591,414,212,33,3,84,54,111,17,6,11,54,49,8,0,0,0,0,0,0
6.69,6.84,8.12,73.95,10.67,32.9,10.25,2.69,7.99,4.4,1.39,15.06,8,0.59,1061,335,241,141,16,2,43,28,55,9,7,6,37,23,3,0,0,0,0,0,0
3.82,4.78,6.71,90.09,8.4,27.31,8.64,1.85,8.28,4.23,1.23,12.59,17,0.47,1810,526,428,203,34,2,63,36,109,16,6,10,58,57,1,0,0,0,0,0,0
9.64,10.96,10,63.76,13.05,42.05,11.52,4.42,9.43,4.63,1.44,21.21,9.5,0.49,1864,579,403,198,19,2,84,46,121,12,13,9,30,54,5,0,0,0,0,0,0
7.11,9.59,9.07,79.35,11.29,37.69,10.07,3.54,9.5,4.48,1.27,19.79,12,0.56,2130,603,475,264,24,2,85,40,147,18,11,17,48,49,3,0,0,0,0,0,0
8.23,8.55,6.39,75.75,12.5,36.07,10.75,3.07,7.22,4,1.28,22.29,7,0.49,1248,400,312,153,14,2,43,28,49,18,7,17,42,38,4,0,0,0,0,0,0
6.65,8.02,9.35,75.1,10.82,37.89,10.33,3.47,8.84,4.6,1.37,15.55,19,0.5,2719,810,591,298,38,2,132,68,166,26,13,23,80,68,8,0,0,0,0,0,0
4.81,8.01,9.62,87.27,8.33,32.5,8.12,2.62,7.14,4.66,1.23,15,4,0.65,559,148,120,78,8,2,21,7,21,3,7,6,18,12,0,1,0,0,0,0,0
5.11,6.6,8.02,84.55,9.59,33.26,9.4,2.73,8.96,4.39,1.27,14.68,11,0.5,1419,410,323,162,22,2,60,30,94,7,10,10,43,39,1,0,0,0,0,0,0
6.95,9.18,8.78,79.79,11.16,37.78,10.04,3.57,8.35,4.44,1.27,19.39,11.5,0.46,1980,566,446,204,23,2,82,38,106,14,11,16,55,63,7,1,0,0,0,0,0
7.33,8.36,8.78,73.65,12.43,36.07,11.44,3.25,8.11,4.47,1.36,17.5,8,0.51,1251,382,280,144,16,2,52,38,64,2,14,15,32,30,2,0,0,0,0,0,0
7.38,9.66,10.08,74.39,12.43,41.16,11.39,4.17,9.01,4.68,1.35,18.09,11.5,0.56,1947,561,416,233,23,2,96,54,118,18,4,10,27,61,4,0,0,0,0,0,0
5.7,6.08,6.66,82.87,10.82,29.7,10.27,2.19,7.75,4.13,1.27,16.1,10.5,0.38,1397,430,338,129,21,2,46,37,71,19,9,8,35,54,5,0,0,0,0,0,0
6.57,7.91,8.66,77.63,12.01,36.99,11.17,3.39,8.78,4.46,1.33,16.65,15.5,0.48,2303,685,516,247,31,2,105,69,141,22,6,24,37,60,7,0,0,0,0,0,0
7.84,10.32,9.58,75.42,11.85,39.17,10.49,3.83,9.81,4.56,1.31,20.52,11.5,0.48,2153,617,472,227,23,2,88,43,154,16,9,8,60,54,3,0,0,0,0,0,0
5.85,8.7,8.22,87.54,10.95,32.55,9.83,2.56,10.04,4.34,1.18,19.33,4.5,0.6,756,205,174,104,9,2,23,14,60,9,3,9,21,17,1,0,0,0,0,0,0
3.99,4.15,4.88,92.82,9.03,26.56,8.87,1.74,6.7,3.86,1.17,14.81,13.5,0.35,1543,468,400,140,27,2,47,31,59,12,24,9,80,47,4,0,0,0,0,0,0
6.98,8.15,8.13,77.5,11.39,34.92,10.49,3.04,7.93,4.35,1.31,18.22,11.5,0.52,1821,549,419,217,23,2,70,43,90,6,13,25,53,60,2,0,0,0,0,0,0
5.57,6.03,7.9,79.08,10.03,30.65,9.85,2.31,8.05,4.4,1.35,13.44,8,0.6,947,290,215,130,16,2,37,25,51,7,10,8,33,24,1,0,0,0,0,0,0
0.06,3.82,7.05,108.64,6.02,21.13,7.12,1.04,10.74,4.52,1.07,7.87,11.5,0.51,819,193,181,92,23,2,24,13,77,0,13,9,13,11,1,0,0,0,0,0,0
5.01,5.42,7.44,81.85,8.65,27.92,8.83,1.93,6.79,4.35,1.32,12.73,15,0.37,1661,506,382,140,30,2,58,34,61,16,20,11,39,57,8,0,0,0,0,0,0
3.76,5.34,6.16,95.22,8.41,29.41,8.14,2.16,7.5,4.07,1.14,15.24,12.5,0.43,1549,433,381,162,25,2,54,22,75,14,19,22,61,41,1,0,0,0,0,0,0
3.03,3.82,6.37,91.91,8.65,25.77,8.92,1.6,7.84,4.25,1.23,10.43,15,0.52,1331,386,313,163,30,2,48,35,73,13,13,6,36,34,1,0,0,0,0,0,0
6.81,9.1,10.78,73.64,12.78,41.05,11.75,3.95,9.32,4.85,1.39,15.4,10,0.56,1493,428,308,173,20,2,79,51,96,10,10,4,34,37,3,0,0,0,0,0,0
6.43,7.78,6.35,85.71,11.2,32.66,9.75,2.48,7.75,4.01,1.18,20.64,12.5,0.42,2070,611,516,219,25,2,62,38,101,22,6,25,59,69,3,0,0,0,0,0,0
5.17,5.63,6.87,83.89,10.3,28.66,10,2.05,7.56,4.2,1.28,14.53,9.5,0.57,1160,353,276,158,19,2,39,31,56,12,12,12,31,38,1,0,0,0,0,0,0
7.18,8.31,8.98,73.88,13.27,39.06,12.08,3.75,8.81,4.51,1.37,17,6,0.54,920,279,204,111,12,2,45,33,56,6,2,6,22,18,5,0,0,0,0,0,0
7.62,9.72,6.13,85.52,12.49,39.92,9.71,3.7,8.32,3.93,1.13,25.3,5,0.45,994,286,253,114,10,2,37,15,55,13,9,10,39,30,0,0,0,0,0,0,0
6.81,8.63,8.5,79.45,11.26,38.89,10.3,3.77,9.04,4.4,1.28,18.65,15.5,0.44,2545,741,578,257,31,2,117,55,164,12,21,20,72,73,6,0,0,0,0,0,0
4.89,7.18,9.01,85.19,11.31,33.89,10.75,2.79,8.67,4.58,1.27,14.12,12,0.46,1551,430,339,155,24,2,67,48,93,16,9,4,32,37,1,0,0,0,0,0,0
4.53,6.9,8.82,87.1,9.38,29.1,9.32,2.11,8.01,4.55,1.25,13.78,9,0.5,1129,310,248,125,18,2,38,24,58,4,11,7,39,25,0,0,0,0,0,0,0
4.08,4.98,6.33,90.67,8.82,27.66,8.82,1.91,7.58,4.12,1.21,13.96,11.5,0.47,1324,387,321,151,23,2,44,26,66,5,7,13,40,42,3,0,0,0,0,0,0
6.96,7.76,7.12,79.34,10.54,35.15,9.42,3.06,7.26,4.16,1.28,19.19,8,0.47,1277,392,307,143,16,2,49,22,52,10,14,9,40,40,1,0,0,0,0,0,0
6.19,8.13,6.65,87.88,11.94,34.65,10.5,2.88,8.17,4.06,1.16,20.88,2.67,0.56,678,193,167,93,8,3,23,15,37,5,5,7,18,26,0,0,0,0,0,0,0
5.98,6.96,8.81,77.05,10.09,31.36,9.87,2.43,8.15,4.55,1.37,13.94,17.5,0.42,2219,667,488,205,35,2,85,55,118,22,8,13,56,53,2,0,0,0,0,0,0
7.79,8.57,7.77,74.6,11.57,36.22,10.35,3.25,8.2,4.26,1.32,19.85,10,0.49,1692,526,397,194,20,2,65,36,90,11,6,7,62,60,7,0,0,0,0,0,0
5.46,6.77,7.36,85.16,10.46,34.2,9.93,2.92,8.19,4.25,1.24,16.4,12.5,0.46,1741,509,410,190,25,2,73,40,97,16,15,21,53,49,0,0,0,0,0,0,0
5.64,6.62,6.52,86.06,10.73,33.84,9.97,2.86,8.43,4.08,1.22,17.67,10.5,0.43,1514,451,371,158,21,2,60,34,92,8,7,10,57,39,0,0,0,0,0,0,0
8.78,10.74,5.16,83.96,13.2,35.56,8.81,1.88,7.72,3.74,1.1,29.12,4,0.49,871,257,233,115,8,2,15,9,39,4,14,15,33,26,0,0,0,0,0,0,0
7.07,7.15,9.19,68.71,11.91,38.56,11.12,3.4,8.94,4.62,1.47,13.65,10,0.6,1261,401,273,165,20,2,68,44,80,15,3,11,25,28,4,0,0,0,0,0,0
5.75,6.1,6.67,82.52,10.04,30.24,9.59,2.28,7.78,4.13,1.28,16.1,14.5,0.38,1931,596,467,179,29,2,66,42,99,14,14,13,84,69,8,0,0,0,0,0,0
9.4,10.78,10.18,64.13,14.32,41.69,12.7,4.34,8.67,4.66,1.44,20.48,14.5,0.45,2771,856,594,265,29,2,126,91,151,39,3,29,71,72,4,0,0,0,0,0,0
6.62,7.19,7.18,79.2,11.79,34.18,10.91,2.92,7.41,4.19,1.3,17.75,6,0.51,893,276,213,108,12,2,35,25,39,9,7,14,27,26,1,0,0,0,0,0,0
6.89,7.29,6.85,78.74,10.98,34.73,10.03,3,7.76,4.12,1.29,18.59,8.5,0.54,1303,408,316,170,17,2,51,28,64,7,5,13,29,40,2,0,0,0,0,0,0
4.43,7.29,8.46,90.91,9.52,35.96,9.21,3.17,9.67,4.45,1.18,15.51,17.5,0.42,2417,643,543,227,35,2,111,45,181,22,9,9,49,79,4,0,0,0,0,0,0
7.61,9.09,8.92,74.22,12.58,40.84,11.43,4.15,8.59,4.47,1.34,18.93,13.5,0.5,2284,685,511,254,27,2,112,64,130,19,12,20,57,73,7,0,0,0,0,0,0
7.13,9.14,9.66,75.35,11.59,36.37,10.75,3.3,9.41,4.62,1.34,17.65,11.5,0.51,1874,545,406,207,23,2,76,46,126,6,5,22,21,66,0,0,0,0,0,0,0
8.4,8.27,7.56,69.7,13.05,38.59,11.76,3.72,8.24,4.23,1.39,19.56,9,0.47,1489,488,352,166,18,2,67,46,81,15,13,8,49,43,8,0,0,0,0,0,0
4.75,5.72,8.26,81.87,7.9,30.8,8.31,2.24,7.87,4.52,1.34,11.71,8.5,0.56,900,266,199,111,17,2,38,16,46,15,4,14,21,25,1,0,0,0,0,0,0
5.55,6.57,8.21,80.53,10.22,37.15,9.96,3.26,9.4,4.44,1.32,14.19,15.5,0.48,1953,582,440,212,31,2,101,50,141,15,12,12,67,59,6,0,0,0,0,0,0
6.65,7.1,8.83,72.79,11.02,36.4,10.54,3.16,8.01,4.54,1.41,14.26,9.5,0.48,1231,383,271,130,19,2,60,36,63,14,12,3,37,30,4,0,0,0,0,0,0
4.65,6.42,8.72,84.28,8.86,34.76,9,2.8,8.65,4.57,1.3,12.68,12.5,0.51,1448,411,317,161,25,2,70,30,88,8,9,11,27,44,0,0,0,0,0,0,0
7.91,9.42,6.86,79.96,12.34,35.67,10.25,2.88,7.67,4.07,1.22,23.38,4,0.52,761,228,187,97,8,2,23,14,34,6,7,8,20,29,0,0,0,0,0,0,0
4.85,5.87,6.73,87.78,9.63,31.48,9.32,2.48,7.52,4.16,1.22,15.43,10.5,0.43,1347,396,324,139,21,2,52,28,64,8,8,18,42,42,1,0,0,0,0,0,0
3.83,5.33,8.41,85.44,8.2,30,8.61,2,8.47,4.62,1.31,10,10,0.61,924,263,200,122,20,2,40,21,55,11,1,6,18,23,1,0,0,0,0,0,0
4.99,4.91,5.33,87.46,9.4,27.56,9.04,1.86,7.56,3.91,1.22,15.82,14,0.41,1733,541,443,183,28,2,52,34,88,14,27,18,57,52,7,0,0,0,0,0,0
5.64,6.43,7.79,80.86,9.26,29.94,9.1,2.24,8.96,4.35,1.31,14.72,12.5,0.47,1602,483,368,174,25,2,56,31,107,12,4,21,59,43,5,0,0,0,0,0,0
4.56,4.47,7.16,81.08,8.15,29.21,8.57,1.96,8.62,4.38,1.36,10.5,14,0.59,1289,400,294,173,28,2,55,29,83,21,9,5,19,42,1,0,0,0,0,0,0
5.47,6.42,6.66,85.97,10.1,31.16,9.5,2.41,7.06,4.12,1.23,16.91,11,0.35,1532,456,372,129,22,2,53,31,61,13,11,20,58,53,1,1,0,0,0,0,0
5.82,6.77,7.59,81.81,11.31,34.98,10.68,3.04,8.31,4.29,1.29,15.96,14,0.47,1919,575,447,208,28,2,85,55,110,12,14,16,73,51,3,0,0,0,0,0,0
6.36,6.28,7.11,77.44,9.92,32.76,9.55,2.68,8.08,4.22,1.34,15.71,14,0.49,1855,590,440,216,28,2,75,40,102,19,11,35,38,57,3,0,0,0,0,0,0
5.46,5.88,6.89,82.84,9.4,30.11,9.16,2.27,7.8,4.19,1.28,15.13,15,0.42,1903,583,454,189,30,2,68,38,98,17,16,21,73,47,4,0,0,0,0,0,0
5.23,6.49,8.49,81.35,8.97,33.05,9.03,2.63,7.84,4.51,1.32,13.37,9.5,0.58,1145,336,254,147,19,2,50,23,57,6,13,7,28,29,3,0,0,0,0,0,0
5.08,5.48,6.9,83.73,10.03,34.01,9.82,2.81,8.35,4.22,1.29,14.1,15.5,0.42,1843,562,437,185,31,2,87,48,111,3,14,22,72,52,7,0,0,0,0,0,0
8.76,10.04,8.3,71.83,13.53,41.4,11.8,4.26,8.97,4.32,1.33,22.21,9.5,0.48,1825,561,422,204,19,2,81,49,113,8,15,18,52,57,6,0,0,0,0,0,0
7.4,8.69,10.62,68.15,11.87,38.66,11.12,3.52,8.84,4.84,1.46,14.68,12.5,0.49,1775,537,367,181,25,2,88,55,104,14,7,12,28,51,7,0,0,0,0,0,0
7.59,8.59,8.35,74.15,12.59,38.61,11.45,3.72,8.65,4.38,1.34,18.83,14.5,0.4,2389,733,546,216,29,2,108,69,141,19,6,26,53,72,13,0,0,0,0,0,0
7.29,8.83,8.01,78.44,13.19,39.63,11.82,3.93,8.46,4.3,1.28,20,13.5,0.3,2323,690,540,163,27,2,106,70,131,24,1,21,67,63,1,0,0,0,0,0,0
4.65,4.87,7.44,81.5,8.76,29.72,9,2.07,8.12,4.41,1.35,11.1,15,0.5,1467,449,333,167,30,2,62,36,83,6,10,11,50,39,3,0,0,0,0,0,0
4.38,8.37,11.41,85.18,10.11,38.26,9.92,3.16,10.28,5.04,1.29,12.08,18.5,0.56,2255,578,447,251,37,2,117,59,171,17,6,17,44,41,8,0,0,0,0,0,0
5.59,6.88,6.68,87.01,10.13,30.69,9.3,2.29,7.38,4.1,1.2,17.96,14,0.35,2064,604,503,178,28,2,64,37,91,19,10,24,75,64,2,0,0,0,0,0,0
5.8,8.44,6.58,92.12,11.66,36.59,9.96,3.23,8.74,4.04,1.1,21.69,6.5,0.48,1139,309,282,134,13,2,42,21,72,5,3,15,40,40,3,0,0,0,0,0,0
9.35,9.53,9.89,60.4,14.22,41.06,12.73,4.16,7.97,4.65,1.51,18.16,9.5,0.46,1603,522,345,160,19,2,79,60,75,13,13,13,41,50,12,0,0,0,0,0,0
9.06,9.02,11.32,55.19,13.29,40.63,11.99,3.74,9.35,4.97,1.62,14.09,11.5,0.55,1610,526,324,177,23,2,86,62,103,10,13,6,12,52,15,0,0,0,0,0,0
7.25,9.6,10.15,74.83,11.88,39.28,10.97,3.82,9.84,4.7,1.35,17.82,8.5,0.49,1423,408,303,149,17,2,65,36,102,13,7,12,24,35,11,0,0,0,0,0,0
10.65,12.87,9.89,64.31,15.14,45.65,12.7,5.13,8.81,4.57,1.38,25.6,7.5,0.46,1753,529,384,175,15,2,77,47,95,12,11,24,40,47,2,0,0,0,0,0,0
9.56,10.85,10.12,63.46,13.12,42.44,11.66,4.5,8.66,4.65,1.45,20.75,2,0.75,386,120,83,62,4,2,18,10,21,1,5,3,4,10,1,0,0,0,0,0,0
7.21,8.11,10.23,68.31,13.36,36.45,12.02,3.14,8.84,4.79,1.47,14,3.5,0.61,469,144,98,60,7,2,22,19,28,7,0,6,5,10,1,0,0,0,0,0,0
2.4,6.56,8.12,103.45,7.53,28.29,7.39,2,7.57,4.42,1.05,14.36,7,0.45,888,211,201,90,14,2,28,9,41,2,14,6,34,16,1,0,0,0,0,0,0
5.69,5.93,7.91,77.66,9.47,28.36,9.45,2,7.57,4.42,1.37,13.12,13,0.45,1506,467,341,152,26,2,52,36,71,11,5,12,36,43,6,0,0,0,0,0,0
3.54,4.31,6.06,92.33,6.84,20.58,7.08,1,8.06,4.11,1.2,12.72,9,0.41,942,275,229,94,18,2,18,10,55,14,8,1,26,32,2,0,0,0,0,0,0
6.29,6.84,7.46,79.14,10.06,30.12,9.57,2.25,7.82,4.26,1.31,16.38,8,0.6,1117,344,262,158,16,2,36,23,56,14,10,14,21,33,1,0,0,0,0,0,0
6.49,7.28,7.26,80.23,10.7,33.2,9.91,2.74,7.34,4.2,1.28,17.81,13.5,0.47,2022,617,481,226,27,2,74,43,86,20,16,21,76,58,6,0,0,0,0,0,0
7.98,8.92,10.02,67.11,13.11,40.39,11.98,3.94,8.83,4.7,1.45,16.44,16,0.51,2471,765,526,270,32,2,126,86,146,35,7,17,20,87,11,0,0,0,0,0,0
8.59,10.54,10.44,68.13,13.13,43.61,11.83,4.7,9.55,4.72,1.41,19.45,10,0.53,1837,547,389,206,20,2,94,52,122,13,3,13,30,51,2,0,0,0,0,0,0
5.07,5.25,6.56,83.98,10.12,31.06,9.88,2.39,8.08,4.16,1.28,14.18,16.5,0.49,1946,600,468,227,33,2,79,52,111,14,14,17,69,46,3,0,0,0,0,0,0
7.49,8.9,8.19,76.69,11.46,38.11,10.25,3.62,9.6,4.33,1.3,19.83,12,0.52,2063,619,476,249,24,2,87,42,150,21,5,20,48,64,2,0,0,0,0,0,0
5.45,6.65,8.17,81.75,9.13,31.86,9.02,2.52,8.6,4.42,1.3,14.48,14.5,0.39,1858,548,420,162,29,2,73,35,113,10,22,11,47,50,8,0,0,0,0,0,0
